#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_a_coruna;A Coruña;A Coruña;A Coruña;;A Coruña;;;;;;;;;x
b_bissau_2_adj;Bissian;;bisser;;;;;;;;;;;x
b_bissau_3;Bissau;Bissau;Bissau;;Bissau;;;;;;;;;x
b_bissau_3_adj;Bissian;;bisser;;;;;;;;;;;x
b_bissau_4;Bissau;Bissau;Bissau;;Bissau;;;;;;;;;x
b_bissau_4_adj;Bissian;;bisser;;;;;;;;;;;x
b_bissau_5;Bissau;Bissau;Bissau;;Bissau;;;;;;;;;x
b_bissau_5_adj;Bissian;;bisser;;;;;;;;;;;x
b_bistrita;Bistrita;Bistrita;Bistrita;;Bistrita;;;;;;;;;x
b_bistrita_adj;Bistritan;;bistriter;;;;;;;;;;;x
b_bistrita_2;Bistrita;Bistrita;Bistrita;;Bistrita;;;;;;;;;x
b_bistrita_2_adj;Bistritan;;bistriter;;;;;;;;;;;x
b_bistrita_3;Bistrita;Bistrita;Bistrita;;Bistrita;;;;;;;;;x
b_bistrita_3_adj;Bistritan;;bistriter;;;;;;;;;;;x
b_bistrita_4;Bistrita;Bistrita;Bistrita;;Bistrita;;;;;;;;;x
b_bistrita_4_adj;Bistritan;;bistriter;;;;;;;;;;;x
b_bistrita_5;Bistrita;Bistrita;Bistrita;;Bistrita;;;;;;;;;x
b_bistrita_5_adj;Bistritan;;bistriter;;;;;;;;;;;x
b_bitlis;Bitlis;Bitlis;Bitlis;;Bitlis;;;;;;;;;x
b_bitlis_adj;Bitlisian;;bitliser;;;;;;;;;;;x
b_bitlis_2;Bitlis;Bitlis;Bitlis;;Bitlis;;;;;;;;;x
b_bitlis_2_adj;Bitlisian;;bitliser;;;;;;;;;;;x
b_bitlis_3;Bitlis;Bitlis;Bitlis;;Bitlis;;;;;;;;;x
b_bitlis_3_adj;Bitlisian;;bitliser;;;;;;;;;;;x
b_bitlis_4;Bitlis;Bitlis;Bitlis;;Bitlis;;;;;;;;;x
b_bitlis_4_adj;Bitlisian;;bitliser;;;;;;;;;;;x
b_bitlis_5;Bitlis;Bitlis;Bitlis;;Bitlis;;;;;;;;;x
b_bitlis_5_adj;Bitlisian;;bitliser;;;;;;;;;;;x
b_bitola;Bitola;Bitola;Bitola;;Bitola;;;;;;;;;x
b_bitola_adj;Bitolan;;bitoler;;;;;;;;;;;x
b_bitola_2;Bitola;Bitola;Bitola;;Bitola;;;;;;;;;x
b_bitola_2_adj;Bitolan;;bitoler;;;;;;;;;;;x
b_bitola_3;Bitola;Bitola;Bitola;;Bitola;;;;;;;;;x
b_bitola_3_adj;Bitolan;;bitoler;;;;;;;;;;;x
b_bitola_4;Bitola;Bitola;Bitola;;Bitola;;;;;;;;;x
b_bitola_4_adj;Bitolan;;bitoler;;;;;;;;;;;x
b_bitola_5;Bitola;Bitola;Bitola;;Bitola;;;;;;;;;x
b_bitola_5_adj;Bitolan;;bitoler;;;;;;;;;;;x
b_bizerte;Bizerte;Bizerte;Bizerte;;Bizerte;;;;;;;;;x
b_bizerte_adj;Bizertean;;bizerter;;;;;;;;;;;x
b_bizerte_2;Bizerte;Bizerte;Bizerte;;Bizerte;;;;;;;;;x
b_bizerte_2_adj;Bizertean;;bizerter;;;;;;;;;;;x
b_bizerte_3;Bizerte;Bizerte;Bizerte;;Bizerte;;;;;;;;;x
b_bizerte_3_adj;Bizertean;;bizerter;;;;;;;;;;;x
b_bizerte_4;Bizerte;Bizerte;Bizerte;;Bizerte;;;;;;;;;x
b_bizerte_4_adj;Bizertean;;bizerter;;;;;;;;;;;x
b_bizerte_5;Bizerte;Bizerte;Bizerte;;Bizerte;;;;;;;;;x
b_bizerte_5_adj;Bizertean;;bizerter;;;;;;;;;;;x
b_bjelovar;Bjelovar;Bjelovar;Bjelovar;;Bjelovar;;;;;;;;;x
b_bjelovar_adj;Bjelovarian;;bjelovarer;;;;;;;;;;;x
b_bjelovar_2;Bjelovar;Bjelovar;Bjelovar;;Bjelovar;;;;;;;;;x
b_bjelovar_2_adj;Bjelovarian;;bjelovarer;;;;;;;;;;;x
b_bjelovar_3;Bjelovar;Bjelovar;Bjelovar;;Bjelovar;;;;;;;;;x
b_bjelovar_3_adj;Bjelovarian;;bjelovarer;;;;;;;;;;;x
b_bjelovar_4;Bjelovar;Bjelovar;Bjelovar;;Bjelovar;;;;;;;;;x
b_bjelovar_4_adj;Bjelovarian;;bjelovarer;;;;;;;;;;;x
b_bjelovar_5;Bjelovar;Bjelovar;Bjelovar;;Bjelovar;;;;;;;;;x
b_bjelovar_5_adj;Bjelovarian;;bjelovarer;;;;;;;;;;;x
b_blachernae;Blachernae;Blachernae;Blachernae;;Blachernae;;;;;;;;;x
b_blachernae_adj;Blachernaean;;blacherner;;;;;;;;;;;x
b_blois;Blois;Blois;Blois;;Blois;;;;;;;;;x
b_blois_adj;Bloisian;;bloiser;;;;;;;;;;;x
b_blois_2;Blois;Blois;Blois;;Blois;;;;;;;;;x
b_blois_2_adj;Bloisian;;bloiser;;;;;;;;;;;x
b_blois_3;Blois;Blois;Blois;;Blois;;;;;;;;;x
b_blois_3_adj;Bloisian;;bloiser;;;;;;;;;;;x
b_blois_4;Blois;Blois;Blois;;Blois;;;;;;;;;x
b_blois_4_adj;Bloisian;;bloiser;;;;;;;;;;;x
b_blois_5;Blois;Blois;Blois;;Blois;;;;;;;;;x
b_blois_5_adj;Bloisian;;bloiser;;;;;;;;;;;x
b_bludenz;Bludenz;Bludenz;Bludenz;;Bludenz;;;;;;;;;x
b_bludenz_adj;Bludenzian;;bludenzer;;;;;;;;;;;x
b_bo;Bo;Bo;Bo;;Bo;;;;;;;;;x
b_bo_adj;Bian;;ber;;;;;;;;;;;x
b_bo_2;Bo;Bo;Bo;;Bo;;;;;;;;;x
b_bo_2_adj;Bian;;ber;;;;;;;;;;;x
b_bo_3;Bo;Bo;Bo;;Bo;;;;;;;;;x
b_bo_3_adj;Bian;;ber;;;;;;;;;;;x
b_bo_4;Bo;Bo;Bo;;Bo;;;;;;;;;x
b_bo_4_adj;Bian;;ber;;;;;;;;;;;x
b_bo_5;Bo;Bo;Bo;;Bo;;;;;;;;;x
b_bo_5_adj;Bian;;ber;;;;;;;;;;;x
b_bobo_dioulasso;Bobo Dioulasso;Bobo Dioulasso;Bobo Dioulasso;;Bobo Dioulasso;;;;;;;;;x
b_bobo_dioulasso_adj;Bobo Dioulassian;;Bobo Dioulasser;;;;;;;;;;;x
b_bobo_dioulasso_2;Bobo Dioulasso;Bobo Dioulasso;Bobo Dioulasso;;Bobo Dioulasso;;;;;;;;;x
b_bobo_dioulasso_2_adj;Bobo Dioulassian;;Bobo Dioulasser;;;;;;;;;;;x
b_bobo_dioulasso_3;Bobo Dioulasso;Bobo Dioulasso;Bobo Dioulasso;;Bobo Dioulasso;;;;;;;;;x
b_bobo_dioulasso_3_adj;Bobo Dioulassian;;Bobo Dioulasser;;;;;;;;;;;x
b_bobo_dioulasso_4;Bobo Dioulasso;Bobo Dioulasso;Bobo Dioulasso;;Bobo Dioulasso;;;;;;;;;x
b_bobo_dioulasso_4_adj;Bobo Dioulassian;;Bobo Dioulasser;;;;;;;;;;;x
b_bobo_dioulasso_5;Bobo Dioulasso;Bobo Dioulasso;Bobo Dioulasso;;Bobo Dioulasso;;;;;;;;;x
b_bobo_dioulasso_5_adj;Bobo Dioulassian;;Bobo Dioulasser;;;;;;;;;;;x
b_bodo;Bodø;Bodø;Bodø;;Bodø;;;;;;;;;x
b_bodo_adj;Bodøian;;bodøer;;;;;;;;;;;x
b_bodo_2;Bodø;Bodø;Bodø;;Bodø;;;;;;;;;x
b_bodo_2_adj;Bodøian;;bodøer;;;;;;;;;;;x
b_bodo_3;Bodø;Bodø;Bodø;;Bodø;;;;;;;;;x
b_bodo_3_adj;Bodøian;;bodøer;;;;;;;;;;;x
b_bodo_4;Bodø;Bodø;Bodø;;Bodø;;;;;;;;;x
b_bodo_4_adj;Bodøian;;bodøer;;;;;;;;;;;x
b_bodo_5;Bodø;Bodø;Bodø;;Bodø;;;;;;;;;x
b_bodo_5_adj;Bodøian;;bodøer;;;;;;;;;;;x
b_boffa;Boffa;Boffa;Boffa;;Boffa;;;;;;;;;x
b_boffa_adj;Boffan;;boffer;;;;;;;;;;;x
b_boffa_2;Boffa;Boffa;Boffa;;Boffa;;;;;;;;;x
b_boffa_2_adj;Boffan;;boffer;;;;;;;;;;;x
b_boffa_3;Boffa;Boffa;Boffa;;Boffa;;;;;;;;;x
b_boffa_3_adj;Boffan;;boffer;;;;;;;;;;;x
b_boffa_4;Boffa;Boffa;Boffa;;Boffa;;;;;;;;;x
b_boffa_4_adj;Boffan;;boffer;;;;;;;;;;;x
b_boffa_5;Boffa;Boffa;Boffa;;Boffa;;;;;;;;;x
b_boffa_5_adj;Boffan;;boffer;;;;;;;;;;;x
b_bojano;Bojano;Bojano;Bojano;;Bojano;;;;;;;;;x
b_bojano_adj;Bojanian;;bojaner;;;;;;;;;;;x
b_bojnurd;Bojnurd;Bojnurd;Bojnurd;;Bojnurd;;;;;;;;;x
b_bojnurd_adj;Bojnurdian;;bojnurder;;;;;;;;;;;x
b_bojnurd_2;Bojnurd;Bojnurd;Bojnurd;;Bojnurd;;;;;;;;;x
b_bojnurd_2_adj;Bojnurdian;;bojnurder;;;;;;;;;;;x
b_bojnurd_3;Bojnurd;Bojnurd;Bojnurd;;Bojnurd;;;;;;;;;x
b_bojnurd_3_adj;Bojnurdian;;bojnurder;;;;;;;;;;;x
b_bojnurd_4;Bojnurd;Bojnurd;Bojnurd;;Bojnurd;;;;;;;;;x
b_bojnurd_4_adj;Bojnurdian;;bojnurder;;;;;;;;;;;x
b_bojnurd_5;Bojnurd;Bojnurd;Bojnurd;;Bojnurd;;;;;;;;;x
b_bojnurd_5_adj;Bojnurdian;;bojnurder;;;;;;;;;;;x
b_bologna;Bologna;Bologna;Bologna;;Bologna;;;;;;;;;x
b_bologna_adj;Bolognan;;bologner;;;;;;;;;;;x
b_bologna_2;Bologna;Bologna;Bologna;;Bologna;;;;;;;;;x
b_bologna_2_adj;Bolognan;;bologner;;;;;;;;;;;x
b_bologna_3;Bologna;Bologna;Bologna;;Bologna;;;;;;;;;x
b_bologna_3_adj;Bolognan;;bologner;;;;;;;;;;;x
b_bologna_4;Bologna;Bologna;Bologna;;Bologna;;;;;;;;;x
b_bologna_4_adj;Bolognan;;bologner;;;;;;;;;;;x
b_bologna_5;Bologna;Bologna;Bologna;;Bologna;;;;;;;;;x
b_bologna_5_adj;Bolognan;;bologner;;;;;;;;;;;x
b_bolu;Bolu;Bolu;Bolu;;Bolu;;;;;;;;;x
b_bolu_adj;Bolian;;boler;;;;;;;;;;;x
b_bolu_2;Bolu;Bolu;Bolu;;Bolu;;;;;;;;;x
b_bolu_2_adj;Bolian;;boler;;;;;;;;;;;x
b_bolu_3;Bolu;Bolu;Bolu;;Bolu;;;;;;;;;x
b_bolu_3_adj;Bolian;;boler;;;;;;;;;;;x
b_bolu_4;Bolu;Bolu;Bolu;;Bolu;;;;;;;;;x
b_bolu_4_adj;Bolian;;boler;;;;;;;;;;;x
b_bolu_5;Bolu;Bolu;Bolu;;Bolu;;;;;;;;;x
b_bolu_5_adj;Bolian;;boler;;;;;;;;;;;x
b_bombay;Bombay;Bombay;Bombay;;Bombay;;;;;;;;;x
b_bombay_adj;Bombaian;;bombaer;;;;;;;;;;;x
b_bombay_2;Bombay;Bombay;Bombay;;Bombay;;;;;;;;;x
b_bombay_2_adj;Bombaian;;bombaer;;;;;;;;;;;x
b_bombay_3;Bombay;Bombay;Bombay;;Bombay;;;;;;;;;x
b_bombay_3_adj;Bombaian;;bombaer;;;;;;;;;;;x
b_bombay_4;Bombay;Bombay;Bombay;;Bombay;;;;;;;;;x
b_bombay_4_adj;Bombaian;;bombaer;;;;;;;;;;;x
b_bombay_5;Bombay;Bombay;Bombay;;Bombay;;;;;;;;;x
b_bombay_5_adj;Bombaian;;bombaer;;;;;;;;;;;x
b_bondouku;Bondouku;Bondouku;Bondouku;;Bondouku;;;;;;;;;x
b_bondouku_adj;Bondoukian;;bondouker;;;;;;;;;;;x
b_bondouku_2;Bondouku;Bondouku;Bondouku;;Bondouku;;;;;;;;;x
b_bondouku_2_adj;Bondoukian;;bondouker;;;;;;;;;;;x
b_bondouku_3;Bondouku;Bondouku;Bondouku;;Bondouku;;;;;;;;;x
b_bondouku_3_adj;Bondoukian;;bondouker;;;;;;;;;;;x
b_bondouku_4;Bondouku;Bondouku;Bondouku;;Bondouku;;;;;;;;;x
b_bondouku_4_adj;Bondoukian;;bondouker;;;;;;;;;;;x
b_bondouku_5;Bondouku;Bondouku;Bondouku;;Bondouku;;;;;;;;;x
b_bondouku_5_adj;Bondoukian;;bondouker;;;;;;;;;;;x
b_bonga;Bonga;Bonga;Bonga;;Bonga;;;;;;;;;x
b_bonga_adj;Bongan;;bonger;;;;;;;;;;;x
b_bonga_2;Bonga;Bonga;Bonga;;Bonga;;;;;;;;;x
b_bonga_2_adj;Bongan;;bonger;;;;;;;;;;;x
b_bonga_3;Bonga;Bonga;Bonga;;Bonga;;;;;;;;;x
b_bonga_3_adj;Bongan;;bonger;;;;;;;;;;;x
b_bonga_4;Bonga;Bonga;Bonga;;Bonga;;;;;;;;;x
b_bonga_4_adj;Bongan;;bonger;;;;;;;;;;;x
b_bonga_5;Bonga;Bonga;Bonga;;Bonga;;;;;;;;;x
b_bonga_5_adj;Bongan;;bonger;;;;;;;;;;;x
b_bongor;Bongor;Bongor;Bongor;;Bongor;;;;;;;;;x
b_bongor_adj;Bongorian;;bongorer;;;;;;;;;;;x
b_bongor_2;Bongor;Bongor;Bongor;;Bongor;;;;;;;;;x
b_bongor_2_adj;Bongorian;;bongorer;;;;;;;;;;;x
b_bongor_3;Bongor;Bongor;Bongor;;Bongor;;;;;;;;;x
b_bongor_3_adj;Bongorian;;bongorer;;;;;;;;;;;x
b_bongor_4;Bongor;Bongor;Bongor;;Bongor;;;;;;;;;x
b_bongor_4_adj;Bongorian;;bongorer;;;;;;;;;;;x
b_bongor_5;Bongor;Bongor;Bongor;;Bongor;;;;;;;;;x
b_bongor_5_adj;Bongorian;;bongorer;;;;;;;;;;;x
b_bonn;Bonn;Bonn;Bonn;;Bonn;;;;;;;;;x
b_bonn_adj;Bonnian;;bonner;;;;;;;;;;;x
b_bonny;Bonny;Bonny;Bonny;;Bonny;;;;;;;;;x
b_bonny_adj;Bonnian;;bonner;;;;;;;;;;;x
b_bonny_2;Bonny;Bonny;Bonny;;Bonny;;;;;;;;;x
b_bonny_2_adj;Bonnian;;bonner;;;;;;;;;;;x
b_bonny_3;Bonny;Bonny;Bonny;;Bonny;;;;;;;;;x
b_bonny_3_adj;Bonnian;;bonner;;;;;;;;;;;x
b_bonny_4;Bonny;Bonny;Bonny;;Bonny;;;;;;;;;x
b_bonny_4_adj;Bonnian;;bonner;;;;;;;;;;;x
b_bonny_5;Bonny;Bonny;Bonny;;Bonny;;;;;;;;;x
b_bonny_5_adj;Bonnian;;bonner;;;;;;;;;;;x
b_boosaaso;Boosaaso;Boosaaso;Boosaaso;;Boosaaso;;;;;;;;;x
b_boosaaso_adj;Boosaasian;;boosaaser;;;;;;;;;;;x
b_boosaaso_2;Boosaaso;Boosaaso;Boosaaso;;Boosaaso;;;;;;;;;x
b_boosaaso_2_adj;Boosaasian;;boosaaser;;;;;;;;;;;x
b_boosaaso_3;Boosaaso;Boosaaso;Boosaaso;;Boosaaso;;;;;;;;;x
b_boosaaso_3_adj;Boosaasian;;boosaaser;;;;;;;;;;;x
b_boosaaso_4;Boosaaso;Boosaaso;Boosaaso;;Boosaaso;;;;;;;;;x
b_boosaaso_4_adj;Boosaasian;;boosaaser;;;;;;;;;;;x
b_boosaaso_5;Boosaaso;Boosaaso;Boosaaso;;Boosaaso;;;;;;;;;x
b_boosaaso_5_adj;Boosaasian;;boosaaser;;;;;;;;;;;x
b_bopolu;Bopolu;Bopolu;Bopolu;;Bopolu;;;;;;;;;x
b_bopolu_adj;Bopolian;;bopoler;;;;;;;;;;;x
b_bopolu_2;Bopolu;Bopolu;Bopolu;;Bopolu;;;;;;;;;x
b_bopolu_2_adj;Bopolian;;bopoler;;;;;;;;;;;x
b_bopolu_3;Bopolu;Bopolu;Bopolu;;Bopolu;;;;;;;;;x
b_bopolu_3_adj;Bopolian;;bopoler;;;;;;;;;;;x
b_bopolu_4;Bopolu;Bopolu;Bopolu;;Bopolu;;;;;;;;;x
b_bopolu_4_adj;Bopolian;;bopoler;;;;;;;;;;;x
b_bopolu_5;Bopolu;Bopolu;Bopolu;;Bopolu;;;;;;;;;x
b_bopolu_5_adj;Bopolian;;bopoler;;;;;;;;;;;x
b_bor;Bor;Bor;Bor;;Bor;;;;;;;;;x
b_bor_adj;Borian;;borer;;;;;;;;;;;x
b_bor_10;Bor;Bor;Bor;;Bor;;;;;;;;;x
b_bor_10_adj;Borian;;borer;;;;;;;;;;;x
b_bor_2;Bor;Bor;Bor;;Bor;;;;;;;;;x
b_bor_2_adj;Borian;;borer;;;;;;;;;;;x
b_bor_3;Bor;Bor;Bor;;Bor;;;;;;;;;x
b_bor_3_adj;Borian;;borer;;;;;;;;;;;x
b_bor_4;Bor;Bor;Bor;;Bor;;;;;;;;;x
b_bor_4_adj;Borian;;borer;;;;;;;;;;;x
b_bor_5;Bor;Bor;Bor;;Bor;;;;;;;;;x
b_bor_5_adj;Borian;;borer;;;;;;;;;;;x
b_bor_6;Bor;Bor;Bor;;Bor;;;;;;;;;x
b_bor_6_adj;Borian;;borer;;;;;;;;;;;x
b_bor_7;Bor;Bor;Bor;;Bor;;;;;;;;;x
b_bor_7_adj;Borian;;borer;;;;;;;;;;;x
b_bor_8;Bor;Bor;Bor;;Bor;;;;;;;;;x
b_bor_8_adj;Borian;;borer;;;;;;;;;;;x
b_bor_9;Bor;Bor;Bor;;Bor;;;;;;;;;x
b_bor_9_adj;Borian;;borer;;;;;;;;;;;x
b_boras;Borås;Borås;Borås;;Borås;;;;;;;;;x
b_boras_adj;Boråsian;;boråser;;;;;;;;;;;x
b_bordeaux;Bordeaux;Bordeaux;Bordeaux;;Bordeaux;;;;;;;;;x
b_bordeaux_adj;Bordeauxian;;bordeauxer;;;;;;;;;;;x
b_bordeaux_2;Bordeaux;Bordeaux;Bordeaux;;Bordeaux;;;;;;;;;x
b_bordeaux_2_adj;Bordeauxian;;bordeauxer;;;;;;;;;;;x
b_bordeaux_3;Bordeaux;Bordeaux;Bordeaux;;Bordeaux;;;;;;;;;x
b_bordeaux_3_adj;Bordeauxian;;bordeauxer;;;;;;;;;;;x
b_bordeaux_4;Bordeaux;Bordeaux;Bordeaux;;Bordeaux;;;;;;;;;x
b_bordeaux_4_adj;Bordeauxian;;bordeauxer;;;;;;;;;;;x
b_bordeaux_5;Bordeaux;Bordeaux;Bordeaux;;Bordeaux;;;;;;;;;x
b_bordeaux_5_adj;Bordeauxian;;bordeauxer;;;;;;;;;;;x
b_bornholm;Bornholm;Bornholm;Bornholm;;Bornholm;;;;;;;;;x
b_bornholm_adj;Bornholmian;;bornholmer;;;;;;;;;;;x
b_bornholm_2;Bornholm;Bornholm;Bornholm;;Bornholm;;;;;;;;;x
b_bornholm_2_adj;Bornholmian;;bornholmer;;;;;;;;;;;x
b_bornholm_3;Bornholm;Bornholm;Bornholm;;Bornholm;;;;;;;;;x
b_bornholm_3_adj;Bornholmian;;bornholmer;;;;;;;;;;;x
b_bornholm_4;Bornholm;Bornholm;Bornholm;;Bornholm;;;;;;;;;x
b_bornholm_4_adj;Bornholmian;;bornholmer;;;;;;;;;;;x
b_bornholm_5;Bornholm;Bornholm;Bornholm;;Bornholm;;;;;;;;;x
b_bornholm_5_adj;Bornholmian;;bornholmer;;;;;;;;;;;x
b_borodino;Borodino;Borodino;Borodino;;Borodino;;;;;;;;;x
b_borodino_adj;Borodinian;;borodiner;;;;;;;;;;;x
b_borodino_2;Borodino;Borodino;Borodino;;Borodino;;;;;;;;;x
b_borodino_2_adj;Borodinian;;borodiner;;;;;;;;;;;x
b_borodino_3;Borodino;Borodino;Borodino;;Borodino;;;;;;;;;x
b_borodino_3_adj;Borodinian;;borodiner;;;;;;;;;;;x
b_borodino_4;Borodino;Borodino;Borodino;;Borodino;;;;;;;;;x
b_borodino_4_adj;Borodinian;;borodiner;;;;;;;;;;;x
b_borodino_5;Borodino;Borodino;Borodino;;Borodino;;;;;;;;;x
b_borodino_5_adj;Borodinian;;borodiner;;;;;;;;;;;x
b_borovichi;Borovichi;Borovichi;Borovichi;;Borovichi;;;;;;;;;x
b_borovichi_adj;Borovichian;;borovicher;;;;;;;;;;;x
b_borovichi_2;Borovichi;Borovichi;Borovichi;;Borovichi;;;;;;;;;x
b_borovichi_2_adj;Borovichian;;borovicher;;;;;;;;;;;x
b_borovichi_3;Borovichi;Borovichi;Borovichi;;Borovichi;;;;;;;;;x
b_borovichi_3_adj;Borovichian;;borovicher;;;;;;;;;;;x
b_borovichi_4;Borovichi;Borovichi;Borovichi;;Borovichi;;;;;;;;;x
b_borovichi_4_adj;Borovichian;;borovicher;;;;;;;;;;;x
b_borovichi_5;Borovichi;Borovichi;Borovichi;;Borovichi;;;;;;;;;x
b_borovichi_5_adj;Borovichian;;borovicher;;;;;;;;;;;x
b_bossangoa;Bossangoa;Bossangoa;Bossangoa;;Bossangoa;;;;;;;;;x
b_bossangoa_adj;Bossangoan;;bossanger;;;;;;;;;;;x
b_bossangoa_2;Bossangoa;Bossangoa;Bossangoa;;Bossangoa;;;;;;;;;x
b_bossangoa_2_adj;Bossangoan;;bossanger;;;;;;;;;;;x
b_bossangoa_3;Bossangoa;Bossangoa;Bossangoa;;Bossangoa;;;;;;;;;x
b_bossangoa_3_adj;Bossangoan;;bossanger;;;;;;;;;;;x
b_bossangoa_4;Bossangoa;Bossangoa;Bossangoa;;Bossangoa;;;;;;;;;x
b_bossangoa_4_adj;Bossangoan;;bossanger;;;;;;;;;;;x
b_bossangoa_5;Bossangoa;Bossangoa;Bossangoa;;Bossangoa;;;;;;;;;x
b_bossangoa_5_adj;Bossangoan;;bossanger;;;;;;;;;;;x
b_botosani;Botosani;Botosani;Botosani;;Botosani;;;;;;;;;x
b_botosani_adj;Botosanian;;botosaner;;;;;;;;;;;x
b_botosani_2;Botosani;Botosani;Botosani;;Botosani;;;;;;;;;x
b_botosani_2_adj;Botosanian;;botosaner;;;;;;;;;;;x
b_botosani_3;Botosani;Botosani;Botosani;;Botosani;;;;;;;;;x
b_botosani_3_adj;Botosanian;;botosaner;;;;;;;;;;;x
b_botosani_4;Botosani;Botosani;Botosani;;Botosani;;;;;;;;;x
b_botosani_4_adj;Botosanian;;botosaner;;;;;;;;;;;x
b_botosani_5;Botosani;Botosani;Botosani;;Botosani;;;;;;;;;x
b_botosani_5_adj;Botosanian;;botosaner;;;;;;;;;;;x
b_bouake;Bouake;Bouake;Bouake;;Bouake;;;;;;;;;x
b_bouake_adj;Bouakean;;bouaker;;;;;;;;;;;x
b_bouake_2;Bouake;Bouake;Bouake;;Bouake;;;;;;;;;x
b_bouake_2_adj;Bouakean;;bouaker;;;;;;;;;;;x
b_bouake_3;Bouake;Bouake;Bouake;;Bouake;;;;;;;;;x
b_bouake_3_adj;Bouakean;;bouaker;;;;;;;;;;;x
b_bouake_4;Bouake;Bouake;Bouake;;Bouake;;;;;;;;;x
b_bouake_4_adj;Bouakean;;bouaker;;;;;;;;;;;x
b_bouake_5;Bouake;Bouake;Bouake;;Bouake;;;;;;;;;x
b_bouake_5_adj;Bouakean;;bouaker;;;;;;;;;;;x
b_bouar;Bouar;Bouar;Bouar;;Bouar;;;;;;;;;x
b_bouar_adj;Bouarian;;bouarer;;;;;;;;;;;x
b_bouar_2;Bouar;Bouar;Bouar;;Bouar;;;;;;;;;x
b_bouar_2_adj;Bouarian;;bouarer;;;;;;;;;;;x
b_bouar_3;Bouar;Bouar;Bouar;;Bouar;;;;;;;;;x
b_bouar_3_adj;Bouarian;;bouarer;;;;;;;;;;;x
b_bouar_4;Bouar;Bouar;Bouar;;Bouar;;;;;;;;;x
b_bouar_4_adj;Bouarian;;bouarer;;;;;;;;;;;x
b_bouar_5;Bouar;Bouar;Bouar;;Bouar;;;;;;;;;x
b_bouar_5_adj;Bouarian;;bouarer;;;;;;;;;;;x
b_bougouni;Bougouni;Bougouni;Bougouni;;Bougouni;;;;;;;;;x
b_bougouni_adj;Bougounian;;bougouner;;;;;;;;;;;x
b_bougouni_2;Bougouni;Bougouni;Bougouni;;Bougouni;;;;;;;;;x
b_bougouni_2_adj;Bougounian;;bougouner;;;;;;;;;;;x
b_bougouni_3;Bougouni;Bougouni;Bougouni;;Bougouni;;;;;;;;;x
b_bougouni_3_adj;Bougounian;;bougouner;;;;;;;;;;;x
b_bougouni_4;Bougouni;Bougouni;Bougouni;;Bougouni;;;;;;;;;x
b_bougouni_4_adj;Bougounian;;bougouner;;;;;;;;;;;x
b_bougouni_5;Bougouni;Bougouni;Bougouni;;Bougouni;;;;;;;;;x
b_bougouni_5_adj;Bougounian;;bougouner;;;;;;;;;;;x
b_bourges;Bourges;Bourges;Bourges;;Bourges;;;;;;;;;x
b_bourges_adj;Bourgesian;;bourgeser;;;;;;;;;;;x
b_bourges_2;Bourges;Bourges;Bourges;;Bourges;;;;;;;;;x
b_bourges_2_adj;Bourgesian;;bourgeser;;;;;;;;;;;x
b_bourges_3;Bourges;Bourges;Bourges;;Bourges;;;;;;;;;x
b_bourges_3_adj;Bourgesian;;bourgeser;;;;;;;;;;;x
b_bourges_4;Bourges;Bourges;Bourges;;Bourges;;;;;;;;;x
b_bourges_4_adj;Bourgesian;;bourgeser;;;;;;;;;;;x
b_bourges_5;Bourges;Bourges;Bourges;;Bourges;;;;;;;;;x
b_bourges_5_adj;Bourgesian;;bourgeser;;;;;;;;;;;x
b_bozen;Bozen;Bozen;Bozen;;Bozen;;;;;;;;;x
b_bozen_adj;Bozenian;;bozener;;;;;;;;;;;x
b_braila;Braila;Braila;Braila;;Braila;;;;;;;;;x
b_braila_adj;Brailan;;brailer;;;;;;;;;;;x
b_braila_2;Braila;Braila;Braila;;Braila;;;;;;;;;x
b_braila_2_adj;Brailan;;brailer;;;;;;;;;;;x
b_braila_3;Braila;Braila;Braila;;Braila;;;;;;;;;x
b_braila_3_adj;Brailan;;brailer;;;;;;;;;;;x
b_braila_4;Braila;Braila;Braila;;Braila;;;;;;;;;x
b_braila_4_adj;Brailan;;brailer;;;;;;;;;;;x
b_braila_5;Braila;Braila;Braila;;Braila;;;;;;;;;x
b_braila_5_adj;Brailan;;brailer;;;;;;;;;;;x
b_brasso;Brasso;Brasso;Brasso;;Brasso;;;;;;;;;x
b_brasso_adj;Brassian;;brasser;;;;;;;;;;;x
b_brasso_2;Brasso;Brasso;Brasso;;Brasso;;;;;;;;;x
b_brasso_2_adj;Brassian;;brasser;;;;;;;;;;;x
b_brasso_3;Brasso;Brasso;Brasso;;Brasso;;;;;;;;;x
b_brasso_3_adj;Brassian;;brasser;;;;;;;;;;;x
b_brasso_4;Brasso;Brasso;Brasso;;Brasso;;;;;;;;;x
b_brasso_4_adj;Brassian;;brasser;;;;;;;;;;;x
b_brasso_5;Brasso;Brasso;Brasso;;Brasso;;;;;;;;;x
b_brasso_5_adj;Brassian;;brasser;;;;;;;;;;;x
b_bratislava;Bratislava;Bratislava;Bratislava;;Bratislava;;;;;;;;;x
b_bratislava_adj;Bratislavan;;bratislaver;;;;;;;;;;;x
b_bratislava_2;Bratislava;Bratislava;Bratislava;;Bratislava;;;;;;;;;x
b_bratislava_2_adj;Bratislavan;;bratislaver;;;;;;;;;;;x
